73.4496	44.5367	80.0375	96.6343
73.4929	45.0734	80.4553	95.9431
74.1808	44.1988	80.0536	95.6395
73.9465	43.5015	80.8083	96.4026
74.0486	42.6602	79.8209	95.9916
73.3249	43.4922	80.4079	95.2681
73.85	42.9595	80.6769	94.7908
74.2592	43.6669	80.0861	95.26
74.032	44.2421	79.1726	95.843
74.6981	43.7771	79.1738	96.6055
74.6151	42.9336	79.3183	96.0092
74.8674	42.2177	79.5852	96.0943
75.2415	42.447	78.6205	96.927
75.9948	43.2377	77.9526	96.7722
76.3508	44.1467	77.2824	96.1299
76.7052	44.6505	77.6899	96.0873
76.2705	44.2003	78.4522	95.717
76.3083	43.7709	77.778	95.2855
75.9028	43.2661	77.8537	96.2717
75.861	42.2664	77.7209	96.2599
76.5215	42.0095	77.7478	96.5173
75.5835	42.0265	77.1773	97.1207
75.5499	41.439	76.2311	96.3396
74.9915	41.8301	75.9349	96.7107
75.6899	42.5984	76.0174	96.7312
76.2294	41.9693	76.9454	96.5733
76.1992	42.147	77.8768	97.4605
76.8561	41.1482	77.5398	97.7092
76.7849	40.3936	77.8506	98.5533
77.5945	40.973	77.6344	98.8067
76.9079	41.4977	78.2124	99.6288
77.1538	41.8319	78.8352	99
76.2661	41.0212	79.0422	98.3752
77.2583	40.869	79.2679	98.0242
76.9345	40.3281	79.8064	97.8548
77.7551	40.5736	79.3189	98.7898
76.9915	40.8362	78.9518	98.6077
77.1941	40.7672	79.6737	98.3246
76.6671	41.6461	78.8714	97.7173
77.1736	41.3956	79.1511	97.389
76.7862	41.4775	79.66	96.9522
76.0572	40.8944	80.287	97.5997
76.8139	40.9019	80.1963	97.662
77.2653	41.13	79.8916	97.1488
76.6737	41.4823	80.0635	97.4864
77.0682	41.4923	79.4148	96.6077
76.1196	40.6119	78.8316	96.4371
75.8542	40.9937	78.6761	97.1539
75.4781	40.2239	78.4915	97.0634
75.3687	40.1889	78.7167	97.0122
75.8002	40.4346	78.244	96.0505
76.4124	40.7465	79.1357	96.6361
76.8664	40.0027	79.5457	96.8012
77.1524	39.4244	79.9283	97.1171
76.4721	38.8151	80.1605	96.6513
76.4482	38.117	80.6399	96.7583
75.6551	38.1208	81.459	97.5763
75.3371	38.7638	82.1825	98.0373
74.5026	38.2286	81.5703	97.6374
75.2404	37.8702	82.2375	96.8453
75.5547	37.1556	82.3635	97.0298
75.4953	37.8281	82.1694	96.7915
75.6497	37.5694	81.5578	96.9271
75.1349	38.0418	81.5407	96.4728
76.1128	38.4431	81.275	97.1083
75.2448	39.2736	80.284	98.0173
75.1729	38.5341	79.4755	97.5592
75.1823	37.9885	79.6671	97.7658
75.4132	38.6658	79.1778	96.968
75.8496	39.0261	78.6368	97.3115
74.9267	38.8592	77.9117	97.1694
74.5708	37.9508	78.6118	96.6901
74.3361	38.2945	78.2009	96.6899
73.542	38.5841	78.5013	95.8733
72.8682	38.3868	77.7278	96.2739
73.7793	38.7083	77.4989	95.4015
73.4782	39.0409	76.8004	95.1494
72.6616	38.5477	77.5956	94.4235
72.5793	37.6984	77.6765	95.1451
71.6227	37.6808	76.7627	95.1158
72.1023	36.7536	76.1919	94.4245
71.9419	37.5605	76.7727	94.3688
71.9862	36.6277	76.0596	94.7344
72.0562	37.4439	76.1947	94.8343
72.4716	37.7047	75.7787	95.81
73.3048	37.3049	75.4548	95.6879
74.2594	37.6796	75.3469	95.2958
74.0585	37.8971	74.4843	95.8614
74.7239	38.7395	74.6784	94.9378
73.8423	39.5794	74.5391	94.2011
74.5782	39.2699	74.3787	94.504
74.1387	38.7037	73.8755	95.3035
73.3938	39.6042	74.3165	95.8459
73.781	40.2148	74.3711	96.6323
73.2009	40.7879	75.1099	96.2962
73.9528	41.2685	76.0216	95.5992
74.013	40.8913	75.8267	96.1617
73.3755	40.587	76.6626	95.5957
74.0675	40.4488	76.2599	94.751
74.9552	40.2293	77.0845	93.8803
75.1095	41.1627	77.779	94.6305
74.8886	41.5678	78.176	94.8954
75.1047	41.5694	78.5301	94.6324
74.4484	42.4606	78.178	93.6524
75.1589	42.9716	78.899	93.4384
75.9409	43.4429	78.2231	93.8847
76.2472	43.6892	78.2368	93.1538
77.121	44.1099	78.9905	92.3305
76.7724	44.9069	78.0737	92.0902
76.8314	44.2522	78.6132	91.7328
75.91	45.0653	78.2543	91.608
75.1186	45.4092	77.3463	91.589
74.1315	46.3984	77.0919	90.6225
75.0219	46.2133	76.3245	89.8264
75.5272	46.081	75.7349	88.8994
75.3793	46.0701	75.0263	88.5011
75.8707	46.7278	74.2204	87.7784
75.4672	46.6293	74.2912	87.5209
76.0091	46.5679	75.0528	87.7581
76.3642	47.4659	75.5558	88.7171
76.9869	47.7765	76.2566	88.1991
76.0015	47.1555	76.4592	87.4517
76.3514	46.1599	76.6781	87.3419
77.1578	46.3111	76.5453	86.5859
77.1778	46.9143	75.8814	86.0223
77.6626	47.4048	75.0593	86.0287
78.0415	47.7532	75.1865	85.7179
77.6605	48.6483	75.0811	85.6801
76.69	49.4376	74.5383	85.4277
77.3179	48.8015	74.003	84.5217
77.3771	48.2357	73.8747	83.5288
77.2535	48.0959	74.0727	83.0272
78.1047	49.0758	74.9496	82.745
77.2252	48.7767	75.4364	83.2709
77.5769	48.702	74.5214	83.8849
76.8385	48.25	73.9342	83.397
75.9691	49.2349	74.7048	83.2075
75.4558	49.0049	74.5789	82.9207
76.3716	48.2237	74.6457	82.7023
76.1556	47.6524	74.0387	82.4456
76.3004	46.668	74.1276	81.4797
75.8099	47.5819	73.1777	81.9433
76.7369	47.492	74.1032	81.006
75.8374	47.2088	73.9928	80.9796
75.9696	47.2439	74.9563	80.3897
76.2866	47.0312	74.7993	81.1114
75.724	47.2227	75.5794	81.4314
75.6097	46.321	76.316	81.526
75.4474	45.8221	76.8852	80.7846
75.1953	46.8166	77.6956	80.3427
75.3497	47.7899	77.3641	80.1982
75.7803	47.861	76.6788	80.9654
75.327	47.6591	76.2614	80.9395
75.8381	46.8734	76.0781	81.9015
75.6402	46.4061	75.4063	81.761
75.066	45.8323	74.4607	82.1143
76.0119	45.662	75.4488	81.7842
76.5308	46.5031	75.3388	82.6198
76.7979	46.2707	75.8693	82.2882
77.779	45.4274	76.6207	82.2827
77.2041	45.1351	76.6481	83.1175
77.3956	45.5095	76.1792	82.6315
77.2028	44.7164	76.3964	82.0993
77.2377	44.0912	77.1361	82.6914
77.9257	44.0381	78.1209	83.2641
77.2196	43.8635	77.965	83.2768
76.2548	43.6283	77.957	83.3423
76.9487	43.9897	77.9464	83.2464
77.2801	43.7537	78.1354	82.906
78.025	44.7354	77.4325	83.5415
77.3192	44.1497	76.5723	84.5282
76.3273	43.7577	76.8324	83.9715
76.6627	43.6713	77.7609	84.8264
